Age,Age_Group,Gender,MaritalStatus,Education_Level,Department,JobRole,Job_Satisfaction_Level,Work_Life_Balance_Level,MonthlyIncome,OverTime,OverTime_Flag,YearsAtCompany,Tenure_Group,Attrition,Attrition_Flag,BusinessTravel,DistanceFromHome,Commute_Distance,High_Risk,Long_Without_Promo,Stock_Option_Level,Performance_Rating_Level,EmployeeNumber,EducationField
38,36-45,Male,Married,Below College,Research & Development,Research Scientist,High,Medium,2684,No,0,2,0-2 years,No,0,Travel_Frequently,10,Far,1,0,Low,Good,1006,Medical
46,46-55,Male,Divorced,College,Research & Development,Manufacturing Director,High,High,10845,No,0,8,5-10 years,No,0,Travel_Rarely,7,Far,0,0,Low,Good,1007,Medical
24,18-25,Female,Divorced,Below College,Research & Development,Manufacturing Director,High,High,4377,No,0,4,2-5 years,No,0,Travel_Rarely,17,Very Far,0,1,Medium,Good,1009,Medical
35,26-35,Male,Divorced,Master,Research & Development,Laboratory Technician,Medium,Low,3743,Yes,1,4,2-5 years,Yes,1,Travel_Rarely,14,Very Far,1,0,Low,Outstanding,1010,Other
31,26-35,Female,Married,Below College,Research & Development,Manufacturing Director,Low,High,4148,No,0,4,2-5 years,No,0,Travel_Frequently,1,Near,1,0,Low,Good,1011,Life Sciences
18,,Male,Single,College,Research & Development,Research Scientist,Very High,High,1051,No,0,0,,No,0,Non-Travel,5,Moderate,0,0,,Good,1012,Life Sciences
54,46-55,Female,Married,Bachelor,Research & Development,Manufacturing Director,High,High,10739,No,0,10,5-10 years,No,0,Travel_Rarely,17,Very Far,0,0,Low,Good,1013,Technical Degree
35,26-35,Female,Divorced,Master,Research & Development,Healthcare Representative,High,Medium,10388,Yes,1,16,10-20 years,No,0,Travel_Rarely,25,Very Far,1,1,Low,Good,1014,Medical
30,26-35,Female,Married,College,Research & Development,Research Director,Low,Medium,11416,Yes,1,8,5-10 years,No,0,Travel_Rarely,8,Far,1,0,High,Good,1015,Life Sciences
20,18-25,Female,Single,Bachelor,Research & Development,Research Scientist,Low,High,2600,Yes,1,1,0-2 years,Yes,1,Travel_Rarely,11,Very Far,1,0,,Good,1016,Medical
30,26-35,Female,Single,Bachelor,Research & Development,Laboratory Technician,Medium,High,2422,No,0,3,2-5 years,Yes,1,Travel_Frequently,5,Moderate,1,0,,Good,1017,Medical
26,26-35,Male,Married,College,Research & Development,Manufacturing Director,Very High,High,5472,No,0,8,5-10 years,No,0,Travel_Rarely,2,Near,0,0,,Good,1018,Medical
22,18-25,Male,Married,Below College,Research & Development,Laboratory Technician,Low,Medium,2451,No,0,4,2-5 years,No,0,Travel_Rarely,8,Far,1,0,Low,Good,1019,Life Sciences
48,46-55,Male,Single,Bachelor,Research & Development,Healthcare Representative,High,High,4240,No,0,2,0-2 years,No,0,Travel_Rarely,6,Far,0,0,,Good,1022,Life Sciences
48,46-55,Male,Single,Master,Research & Development,Healthcare Representative,High,High,10999,No,0,15,10-20 years,No,0,Travel_Rarely,4,Moderate,0,1,,Good,1024,Life Sciences
41,36-45,Female,Single,College,Research & Development,Manufacturing Director,High,High,5003,No,0,2,0-2 years,No,0,Travel_Rarely,7,Far,0,0,,Good,1025,Medical
39,36-45,Female,Married,Below College,Research & Development,Manufacturing Director,Very High,High,12742,No,0,21,20+ years,No,0,Travel_Rarely,1,Near,0,1,Low,Good,1026,Life Sciences
27,26-35,Female,Married,Master,Research & Development,Manufacturing Director,Very High,High,4227,No,0,3,2-5 years,No,0,Travel_Rarely,2,Near,0,0,Low,Good,1027,Life Sciences
35,26-35,Male,Divorced,Bachelor,Research & Development,Laboratory Technician,Very High,Medium,3917,No,0,3,2-5 years,No,0,Travel_Rarely,10,Far,1,0,Low,Outstanding,1028,Other
42,36-45,Male,Married,College,Sales,Manager,High,Very High,18303,No,0,1,0-2 years,No,0,Travel_Rarely,5,Moderate,0,0,,Good,1029,Marketing
50,46-55,Male,Married,Bachelor,Research & Development,Laboratory Technician,Very High,High,2380,No,0,1,0-2 years,No,0,Travel_Rarely,9,Far,0,0,,Good,1030,Life Sciences
59,56-65,Female,Single,Bachelor,Research & Development,Manufacturing Director,Very High,High,13726,Yes,1,5,2-5 years,No,0,Travel_Rarely,2,Near,0,1,,Good,1032,Life Sciences
37,36-45,Female,Married,College,Research & Development,Healthcare Representative,Medium,Low,4777,No,0,1,0-2 years,Yes,1,Travel_Rarely,11,Very Far,1,0,,Good,1033,Medical
55,46-55,Male,Married,Master,Research & Development,Healthcare Representative,Medium,High,6385,Yes,1,8,5-10 years,No,0,Travel_Frequently,18,Very Far,1,1,Medium,Good,1034,Medical
41,36-45,Female,Divorced,Below College,Research & Development,Research Director,High,High,19973,No,0,21,20+ years,No,0,Non-Travel,7,Far,0,1,Medium,Outstanding,1035,Life Sciences
38,36-45,Male,Single,Master,Sales,Sales Executive,Very High,High,6861,Yes,1,1,0-2 years,No,0,Travel_Rarely,3,Moderate,0,0,,Good,1036,Life Sciences
26,26-35,Male,Single,College,Sales,Sales Executive,Low,High,4969,No,0,2,0-2 years,Yes,1,Non-Travel,29,Very Far,1,0,,Good,1037,Medical
52,46-55,Female,Married,Below College,Sales,Manager,Very High,High,19845,No,0,32,20+ years,Yes,1,Travel_Rarely,2,Near,0,1,Low,Good,1038,Marketing
44,36-45,Female,Married,Bachelor,Sales,Sales Executive,Very High,High,13320,Yes,1,12,10-20 years,No,0,Travel_Rarely,28,Very Far,0,1,Low,Good,1039,Medical
50,46-55,Female,Married,Bachelor,Sales,Sales Executive,High,High,6347,No,0,18,10-20 years,No,0,Non-Travel,1,Near,0,0,Low,Good,1040,Life Sciences
36,36-45,Female,Single,Master,Research & Development,Laboratory Technician,Low,High,2743,No,0,17,10-20 years,Yes,1,Travel_Rarely,16,Very Far,1,1,,Good,1042,Life Sciences
39,36-45,Female,Single,Bachelor,Research & Development,Manufacturing Director,Low,High,10880,Yes,1,21,20+ years,No,0,Travel_Frequently,22,Very Far,1,0,,Good,1043,Medical
33,26-35,Female,Single,Below College,Sales,Sales Representative,Very High,Medium,2342,No,0,2,0-2 years,No,0,Non-Travel,8,Far,1,0,,Good,1044,Life Sciences
45,36-45,Female,Married,College,Sales,Manager,Very High,Very High,17650,No,0,9,5-10 years,No,0,Travel_Rarely,11,Very Far,0,0,Low,Good,1045,Life Sciences
32,26-35,Female,Single,Master,Research & Development,Laboratory Technician,High,High,4025,No,0,8,5-10 years,No,0,Non-Travel,29,Very Far,0,1,,Good,1046,Medical
34,26-35,Male,Divorced,Master,Sales,Sales Executive,Very High,Medium,9725,No,0,15,10-20 years,No,0,Travel_Rarely,1,Near,1,0,Low,Good,1047,Marketing
59,56-65,Male,Married,College,Sales,Manager,Very High,Low,11904,Yes,1,6,5-10 years,No,0,Travel_Rarely,1,Near,1,0,Low,Good,1048,Technical Degree
45,36-45,Male,Single,Master,Human Resources,Human Resources,Medium,High,2177,No,0,6,5-10 years,No,0,Travel_Rarely,24,Very Far,1,0,,Good,1049,Medical
53,46-55,Female,Married,Bachelor,Sales,Sales Executive,Medium,High,7525,No,0,15,10-20 years,No,0,Travel_Frequently,2,Near,1,1,Low,Good,1050,Marketing
36,36-45,Male,Divorced,Bachelor,Research & Development,Laboratory Technician,High,Medium,4834,No,0,1,0-2 years,Yes,1,Travel_Rarely,15,Very Far,1,0,Low,Good,1052,Other
26,26-35,Male,Married,Bachelor,Research & Development,Research Scientist,Low,High,2042,Yes,1,3,2-5 years,Yes,1,Travel_Frequently,2,Near,1,0,Low,Good,1053,Life Sciences
34,26-35,Female,Married,Master,Sales,Sales Representative,High,High,2220,Yes,1,1,0-2 years,No,0,Travel_Rarely,10,Far,0,0,Low,Good,1055,Life Sciences
28,26-35,Male,Married,Below College,Sales,Sales Representative,Medium,High,1052,No,0,1,0-2 years,No,0,Travel_Rarely,10,Far,1,0,,Outstanding,1056,Medical
38,36-45,Male,Married,Master,Research & Development,Research Scientist,High,High,2821,No,0,2,0-2 years,No,0,Travel_Frequently,3,Moderate,0,0,Low,Good,1060,Other
50,46-55,Male,Married,Master,Research & Development,Research Director,High,Medium,19237,Yes,1,8,5-10 years,No,0,Travel_Rarely,2,Near,1,1,Low,Good,1061,Medical
37,36-45,Female,Single,Bachelor,Research & Development,Healthcare Representative,Medium,Medium,4107,No,0,4,2-5 years,No,0,Travel_Rarely,3,Moderate,1,0,,Good,1062,Other
40,36-45,Male,Married,Bachelor,Sales,Sales Executive,Low,Medium,8396,No,0,7,5-10 years,No,0,Travel_Rarely,26,Very Far,1,1,Low,Good,1066,Marketing
26,26-35,Female,Divorced,Below College,Research & Development,Research Scientist,High,High,2007,No,0,5,2-5 years,No,0,Travel_Frequently,1,Near,0,0,Medium,Good,1068,Medical
46,46-55,Male,Divorced,Master,Research & Development,Research Director,Very High,High,19627,No,0,2,0-2 years,No,0,Travel_Rarely,1,Near,0,0,Medium,Good,1069,Medical
54,46-55,Female,Married,Master,Sales,Sales Executive,High,High,10686,No,0,9,5-10 years,No,0,Travel_Rarely,2,Near,0,1,Low,Good,1070,Life Sciences
56,56-65,Female,Married,Bachelor,Research & Development,Research Scientist,High,High,2942,No,0,5,2-5 years,No,0,Travel_Frequently,9,Far,0,0,Low,Good,1071,Medical
36,36-45,Female,Single,Doctor,Research & Development,Manufacturing Director,Very High,Medium,8858,No,0,14,10-20 years,No,0,Travel_Rarely,12,Very Far,1,1,,Good,1073,Medical
55,46-55,Male,Single,Below College,Research & Development,Manager,Low,Very High,16756,No,0,9,5-10 years,No,0,Non-Travel,2,Near,1,1,,Good,1074,Medical
43,36-45,Male,Divorced,Bachelor,Sales,Sales Executive,Very High,High,10798,No,0,1,0-2 years,No,0,Travel_Rarely,25,Very Far,0,0,Low,Good,1076,Medical
20,18-25,Female,Single,Bachelor,Sales,Sales Representative,Very High,High,2323,Yes,1,2,0-2 years,Yes,1,Travel_Frequently,9,Far,0,0,,Good,1077,Marketing
21,18-25,Female,Single,Bachelor,Research & Development,Laboratory Technician,Low,Medium,1416,No,0,1,0-2 years,Yes,1,Travel_Rarely,10,Far,1,0,,Good,1079,Life Sciences
46,46-55,Female,Divorced,Master,Research & Development,Research Scientist,Low,High,4615,Yes,1,16,10-20 years,No,0,Travel_Rarely,8,Far,1,0,High,Outstanding,1080,Life Sciences
51,46-55,Male,Married,Master,Research & Development,Research Scientist,High,Very High,2461,Yes,1,10,5-10 years,Yes,1,Travel_Rarely,4,Moderate,0,0,High,Good,1081,Life Sciences
28,26-35,Male,Single,College,Research & Development,Healthcare Representative,Low,Medium,8722,No,0,10,5-10 years,Yes,1,Non-Travel,24,Very Far,1,0,,Good,1082,Technical Degree
26,26-35,Male,Married,College,Research & Development,Laboratory Technician,Low,High,3955,No,0,5,2-5 years,No,0,Travel_Rarely,1,Near,1,0,Medium,Good,1083,Medical
30,26-35,Male,Married,Bachelor,Research & Development,Manufacturing Director,Low,Medium,9957,No,0,6,5-10 years,No,0,Travel_Rarely,20,Very Far,1,0,Low,Good,1084,Other
41,36-45,Female,Married,College,Research & Development,Research Scientist,High,High,3376,No,0,10,5-10 years,No,0,Travel_Rarely,7,Far,0,0,,Good,1085,Technical Degree
38,36-45,Female,Married,Below College,Research & Development,Healthcare Representative,High,Medium,8823,No,0,19,10-20 years,No,0,Travel_Rarely,17,Very Far,1,0,Low,Good,1088,Life Sciences
40,36-45,Male,Married,Master,Research & Development,Healthcare Representative,Very High,High,10322,No,0,11,10-20 years,No,0,Travel_Rarely,20,Very Far,0,1,Low,Outstanding,1092,Technical Degree
27,26-35,Male,Married,Doctor,Research & Development,Laboratory Technician,High,High,4621,No,0,3,2-5 years,No,0,Non-Travel,8,Far,0,0,High,Good,1094,Life Sciences
55,46-55,Male,Married,Below College,Research & Development,Manufacturing Director,Medium,High,10976,No,0,3,2-5 years,No,0,Travel_Frequently,2,Near,1,0,Low,Good,1096,Life Sciences
28,26-35,Female,Single,Bachelor,Research & Development,Research Scientist,High,Very High,3660,No,0,8,5-10 years,No,0,Travel_Rarely,10,Far,0,0,,Good,1097,Other
44,36-45,Male,Married,College,Human Resources,Human Resources,Low,High,10482,No,0,20,10-20 years,Yes,1,Travel_Rarely,1,Near,1,1,Low,Good,1098,Medical
33,26-35,Male,Divorced,Bachelor,Research & Development,Healthcare Representative,Very High,High,7119,No,0,3,2-5 years,No,0,Travel_Rarely,5,Moderate,0,0,Low,Good,1099,Life Sciences
35,26-35,Male,Single,Bachelor,Sales,Sales Executive,Low,High,9582,Yes,1,8,5-10 years,Yes,1,Travel_Rarely,4,Moderate,1,1,,Outstanding,1100,Technical Degree
33,26-35,Female,Single,Master,Research & Development,Research Scientist,High,High,4508,No,0,13,10-20 years,Yes,1,Travel_Frequently,29,Very Far,0,1,,Outstanding,1101,Medical
28,26-35,Male,Divorced,College,Research & Development,Laboratory Technician,High,Medium,2207,No,0,4,2-5 years,No,0,Travel_Rarely,15,Very Far,1,0,Low,Good,1102,Life Sciences
34,26-35,Male,Single,Below College,Research & Development,Healthcare Representative,Very High,Medium,7756,No,0,6,5-10 years,No,0,Travel_Frequently,3,Moderate,1,0,,Good,1103,Life Sciences
37,36-45,Female,Divorced,Master,Sales,Sales Executive,Very High,High,6694,Yes,1,1,0-2 years,No,0,Travel_Rarely,10,Far,0,0,High,Good,1105,Life Sciences
25,18-25,Male,Married,Below College,Research & Development,Laboratory Technician,Very High,Very High,3691,Yes,1,7,5-10 years,Yes,1,Travel_Rarely,4,Moderate,0,1,Low,Good,1106,Technical Degree
26,26-35,Male,Divorced,Bachelor,Research & Development,Laboratory Technician,High,Medium,2377,No,0,1,0-2 years,Yes,1,Travel_Rarely,21,Very Far,1,0,Low,Outstanding,1107,Medical
33,26-35,Male,Single,Bachelor,Research & Development,Research Scientist,Medium,High,2313,Yes,1,2,0-2 years,Yes,1,Travel_Rarely,25,Very Far,1,0,,Outstanding,1108,Medical
42,36-45,Male,Married,College,Research & Development,Manager,Low,High,17665,No,0,22,20+ years,No,0,Travel_Rarely,2,Near,1,1,Low,Good,1109,Medical
28,26-35,Male,Divorced,Bachelor,Research & Development,Laboratory Technician,Medium,High,2596,No,0,1,0-2 years,Yes,1,Travel_Frequently,1,Near,1,0,Medium,Good,1111,Medical
50,46-55,Male,Single,Master,Sales,Sales Executive,High,High,4728,Yes,1,0,,Yes,1,Travel_Frequently,1,Near,0,0,,Good,1113,Other
33,26-35,Female,Married,Bachelor,Sales,Sales Executive,Medium,High,4302,No,0,3,2-5 years,No,0,Travel_Frequently,7,Far,1,0,Low,Good,1114,Life Sciences
34,26-35,Male,Married,Master,Research & Development,Research Scientist,Very High,High,2979,No,0,0,,No,0,Non-Travel,3,Moderate,0,0,High,Good,1115,Life Sciences
48,46-55,Male,Single,Master,Research & Development,Manager,Very High,Medium,16885,No,0,5,2-5 years,No,0,Non-Travel,1,Near,1,0,,Outstanding,1116,Medical
45,36-45,Female,Married,Master,Sales,Sales Executive,High,High,5593,No,0,15,10-20 years,No,0,Non-Travel,9,Far,0,1,Low,Good,1117,Life Sciences
52,46-55,Male,Single,Master,Research & Development,Healthcare Representative,Medium,High,10445,No,0,8,5-10 years,No,0,Travel_Rarely,7,Far,1,1,,Good,1118,Life Sciences
38,36-45,Male,Divorced,Master,Sales,Sales Executive,High,High,8740,Yes,1,8,5-10 years,No,0,Travel_Rarely,10,Far,0,0,Medium,Good,1119,Marketing
29,26-35,Female,Divorced,Master,Research & Development,Research Scientist,Very High,High,2514,No,0,7,5-10 years,No,0,Travel_Rarely,28,Very Far,0,0,Low,Outstanding,1120,Life Sciences
28,26-35,Female,Divorced,Bachelor,Research & Development,Manufacturing Director,Medium,Medium,7655,No,0,9,5-10 years,No,0,Travel_Rarely,3,Moderate,1,0,High,Good,1121,Medical
46,46-55,Male,Married,Below College,Sales,Manager,High,High,17465,No,0,12,10-20 years,No,0,Travel_Rarely,3,Moderate,0,1,Low,Good,1124,Marketing
38,36-45,Male,Single,College,Sales,Sales Executive,Medium,High,7351,No,0,1,0-2 years,No,0,Travel_Rarely,2,Near,1,0,,Good,1125,Marketing
43,36-45,Female,Married,Bachelor,Research & Development,Manufacturing Director,Low,High,10820,No,0,8,5-10 years,No,0,Travel_Frequently,27,Very Far,1,0,Low,Good,1126,Life Sciences
39,36-45,Male,Divorced,Bachelor,Research & Development,Healthcare Representative,Very High,High,12169,No,0,18,10-20 years,Yes,1,Travel_Frequently,2,Near,0,1,High,Good,1127,Life Sciences
40,36-45,Male,Single,Bachelor,Research & Development,Research Director,High,Very High,19626,No,0,20,10-20 years,No,0,Travel_Rarely,14,Very Far,0,1,,Good,1128,Medical
21,18-25,Female,Single,Below College,Research & Development,Research Scientist,Medium,Very High,2070,Yes,1,2,0-2 years,No,0,Travel_Rarely,1,Near,1,0,,Good,1131,Technical Degree
39,36-45,Male,Single,Bachelor,Research & Development,Laboratory Technician,Medium,Medium,6782,No,0,5,2-5 years,No,0,Non-Travel,9,Far,1,0,,Good,1132,Life Sciences
36,36-45,Male,Single,Master,Research & Development,Manufacturing Director,Very High,High,7779,No,0,11,10-20 years,No,0,Non-Travel,18,Very Far,0,0,,Outstanding,1133,Life Sciences
31,26-35,Male,Married,Bachelor,Sales,Sales Representative,Very High,High,2791,No,0,2,0-2 years,No,0,Travel_Frequently,20,Very Far,0,0,Low,Good,1135,Life Sciences
28,26-35,Male,Married,Below College,Research & Development,Research Scientist,Medium,Low,3201,No,0,5,2-5 years,No,0,Travel_Rarely,2,Near,1,0,,Good,1136,Life Sciences
35,26-35,Male,Divorced,College,Sales,Sales Executive,Very High,High,4968,No,0,5,2-5 years,No,0,Travel_Frequently,11,Very Far,0,0,Low,Good,1137,Marketing
49,46-55,Male,Married,Master,Sales,Sales Executive,Medium,High,13120,No,0,9,5-10 years,No,0,Travel_Rarely,8,Far,1,0,Low,Good,1138,Technical Degree
34,26-35,Male,Single,College,Research & Development,Manufacturing Director,High,Medium,4033,No,0,3,2-5 years,No,0,Travel_Frequently,2,Near,1,0,,Good,1140,Life Sciences
29,26-35,Female,Divorced,Bachelor,Research & Development,Research Scientist,Medium,Medium,3291,No,0,7,5-10 years,No,0,Travel_Frequently,10,Far,1,0,Medium,Good,1143,Life Sciences
42,36-45,Male,Single,Bachelor,Research & Development,Laboratory Technician,Very High,High,4272,No,0,1,0-2 years,No,0,Travel_Rarely,29,Very Far,0,0,,Good,1148,Medical
29,26-35,Male,Married,Below College,Research & Development,Manufacturing Director,Very High,Medium,5056,Yes,1,10,5-10 years,No,0,Travel_Rarely,8,Far,1,0,Low,Good,1150,Medical
38,36-45,Male,Married,Bachelor,Human Resources,Human Resources,High,Very High,2844,No,0,7,5-10 years,No,0,Travel_Rarely,1,Near,0,1,Low,Good,1152,Human Resources
28,26-35,Male,Divorced,Bachelor,Research & Development,Research Scientist,High,High,2703,Yes,1,3,2-5 years,No,0,Travel_Frequently,6,Far,0,0,Low,Good,1154,Life Sciences
18,,Male,Single,Below College,Research & Development,Laboratory Technician,High,High,1904,No,0,0,,Yes,1,Non-Travel,8,Far,0,0,,Good,1156,Medical
33,26-35,Female,Single,Master,Sales,Sales Executive,Low,High,8224,Yes,1,5,2-5 years,Yes,1,Travel_Rarely,9,Far,1,0,,Good,1157,Marketing
41,36-45,Male,Married,Master,Research & Development,Laboratory Technician,Very High,High,4766,Yes,1,1,0-2 years,No,0,Travel_Rarely,12,Very Far,0,0,Low,Good,1158,Life Sciences
31,26-35,Male,Married,Bachelor,Research & Development,Laboratory Technician,High,Medium,2610,No,0,2,0-2 years,Yes,1,Travel_Frequently,15,Very Far,1,0,Low,Good,1160,Medical
37,36-45,Female,Divorced,College,Research & Development,Healthcare Representative,Very High,High,5731,No,0,6,5-10 years,No,0,Travel_Rarely,25,Very Far,0,0,Medium,Good,1161,Medical
27,26-35,Male,Married,Bachelor,Research & Development,Research Scientist,High,High,2539,No,0,4,2-5 years,No,0,Travel_Rarely,6,Far,0,0,Low,Good,1162,Life Sciences
34,26-35,Female,Married,Below College,Sales,Sales Executive,High,Medium,5714,No,0,6,5-10 years,No,0,Travel_Rarely,9,Far,1,0,,Outstanding,1163,Life Sciences
35,26-35,Male,Single,Master,Human Resources,Human Resources,High,Low,4323,No,0,5,2-5 years,No,0,Travel_Rarely,8,Far,1,0,,Good,1164,Technical Degree
29,26-35,Female,Married,Below College,Sales,Sales Executive,Low,Low,7336,No,0,11,10-20 years,Yes,1,Travel_Rarely,23,Very Far,1,1,Low,Good,1165,Life Sciences
40,36-45,Female,Single,Master,Research & Development,Research Director,High,Medium,13499,No,0,18,10-20 years,No,0,Travel_Frequently,9,Far,1,0,,Good,1166,Medical
42,36-45,Male,Single,Bachelor,Sales,Sales Executive,Low,Medium,13758,Yes,1,21,20+ years,Yes,1,Travel_Frequently,12,Very Far,1,1,,Good,1167,Life Sciences
42,36-45,Male,Single,Master,Sales,Sales Executive,Low,Very High,5155,No,0,6,5-10 years,No,0,Travel_Rarely,4,Moderate,1,0,,Good,1171,Marketing
35,26-35,Male,Married,Master,Research & Development,Laboratory Technician,High,High,2258,No,0,8,5-10 years,No,0,Travel_Rarely,1,Near,0,0,Low,Good,1172,Medical
24,18-25,Male,Single,Bachelor,Research & Development,Laboratory Technician,Medium,High,3597,No,0,4,2-5 years,No,0,Travel_Rarely,24,Very Far,1,0,,Outstanding,1173,Medical
28,26-35,Female,Married,Below College,Research & Development,Laboratory Technician,Very High,Medium,2515,Yes,1,1,0-2 years,Yes,1,Travel_Rarely,12,Very Far,1,0,,Good,1175,Life Sciences
26,26-35,Male,Married,Master,Research & Development,Laboratory Technician,Very High,High,4420,No,0,8,5-10 years,No,0,Travel_Rarely,3,Moderate,0,0,Low,Outstanding,1177,Medical
30,26-35,Male,Married,Bachelor,Sales,Sales Executive,High,High,6578,No,0,10,5-10 years,No,0,Travel_Rarely,10,Far,0,0,Low,Good,1179,Marketing
40,36-45,Female,Married,College,Research & Development,Research Scientist,Very High,Low,4422,Yes,1,1,0-2 years,No,0,Travel_Frequently,26,Very Far,1,0,Low,Good,1180,Medical
35,26-35,Male,Divorced,Bachelor,Research & Development,Manufacturing Director,Medium,Very High,10274,No,0,7,5-10 years,No,0,Travel_Rarely,2,Near,1,1,Low,Good,1182,Life Sciences
34,26-35,Male,Single,Bachelor,Research & Development,Healthcare Representative,Low,High,5343,No,0,13,10-20 years,No,0,Travel_Frequently,1,Near,1,1,,Outstanding,1184,Medical
35,26-35,Male,Married,Master,Research & Development,Laboratory Technician,Very High,Very High,2376,No,0,2,0-2 years,No,0,Travel_Frequently,4,Moderate,0,0,Low,Good,1185,Other
43,36-45,Female,Single,Bachelor,Sales,Sales Executive,High,Medium,5346,No,0,4,2-5 years,Yes,1,Travel_Rarely,9,Far,1,0,,Good,1188,Marketing
32,26-35,Female,Divorced,Below College,Sales,Sales Representative,Low,High,2827,No,0,1,0-2 years,No,0,Non-Travel,2,Near,1,0,High,Good,1190,Life Sciences
56,56-65,Female,Divorced,Master,Research & Development,Manager,Low,High,19943,No,0,5,2-5 years,No,0,Travel_Rarely,4,Moderate,1,1,Low,Good,1191,Technical Degree
29,26-35,Female,Married,Below College,Research & Development,Laboratory Technician,Very High,High,3131,No,0,10,5-10 years,No,0,Travel_Rarely,6,Far,0,0,Low,Good,1192,Medical
19,18-25,Male,Single,College,Research & Development,Research Scientist,Low,High,2552,No,0,1,0-2 years,No,0,Travel_Rarely,9,Far,1,0,,Outstanding,1193,Life Sciences
45,36-45,Female,Married,Bachelor,Research & Development,Research Scientist,High,Medium,4477,Yes,1,3,2-5 years,No,0,Travel_Rarely,7,Far,1,0,Low,Good,1195,Medical
37,36-45,Female,Married,Bachelor,Research & Development,Manufacturing Director,Very High,Medium,6474,No,0,14,10-20 years,No,0,Travel_Rarely,1,Near,1,1,Low,Good,1196,Life Sciences
20,18-25,Male,Single,Bachelor,Research & Development,Laboratory Technician,High,Medium,3033,No,0,2,0-2 years,No,0,Travel_Rarely,3,Moderate,1,0,,Good,1198,Life Sciences
44,36-45,Male,Single,Master,Research & Development,Research Scientist,High,High,2936,Yes,1,6,5-10 years,Yes,1,Travel_Rarely,10,Far,0,0,,Good,1200,Life Sciences
53,46-55,Female,Divorced,College,Research & Development,Manager,High,High,18606,No,0,7,5-10 years,No,0,Travel_Rarely,7,Far,0,1,Low,Good,1201,Medical
29,26-35,Female,Married,Below College,Research & Development,Research Scientist,Very High,Medium,2168,Yes,1,5,2-5 years,No,0,Travel_Rarely,15,Very Far,1,0,Low,Good,1202,Life Sciences
22,18-25,Male,Married,Master,Research & Development,Research Scientist,Very High,High,2853,Yes,1,0,,Yes,1,Travel_Frequently,3,Moderate,0,0,Low,Good,1203,Life Sciences
46,46-55,Female,Married,Bachelor,Sales,Manager,Low,High,17048,No,0,26,20+ years,No,0,Travel_Rarely,2,Near,1,1,,Outstanding,1204,Marketing
44,36-45,Male,Single,Bachelor,Research & Development,Research Scientist,High,High,2290,No,0,0,,No,0,Non-Travel,17,Very Far,0,0,,Good,1206,Life Sciences
33,26-35,Male,Married,Bachelor,Human Resources,Human Resources,High,High,3600,No,0,5,2-5 years,No,0,Travel_Rarely,2,Near,0,0,Low,Good,1207,Human Resources
41,36-45,Male,Divorced,College,Research & Development,Research Scientist,Low,Low,2107,No,0,1,0-2 years,Yes,1,Non-Travel,5,Moderate,1,0,Low,Good,1210,Life Sciences
30,26-35,Male,Divorced,Master,Sales,Sales Executive,Low,High,4115,No,0,4,2-5 years,No,0,Travel_Rarely,29,Very Far,1,0,High,Good,1211,Life Sciences
40,36-45,Male,Married,Master,Sales,Sales Executive,Medium,High,4327,No,0,0,,No,0,Travel_Frequently,2,Near,1,0,High,Good,1212,Medical
50,46-55,Female,Married,Bachelor,Research & Development,Manager,Low,High,17856,No,0,2,0-2 years,No,0,Travel_Frequently,2,Near,1,0,Low,Outstanding,1215,Medical
28,26-35,Male,Married,Master,Research & Development,Laboratory Technician,Low,High,3196,No,0,6,5-10 years,No,0,Travel_Rarely,19,Very Far,1,1,High,Good,1216,Medical
46,46-55,Male,Married,College,Research & Development,Research Director,Medium,High,19081,No,0,4,2-5 years,No,0,Travel_Rarely,15,Very Far,1,0,Low,Good,1217,Life Sciences
35,26-35,Male,Married,Master,Sales,Sales Executive,Low,High,8966,Yes,1,7,5-10 years,No,0,Travel_Rarely,17,Very Far,1,0,High,Good,1218,Life Sciences
24,18-25,Female,Married,College,Research & Development,Laboratory Technician,Medium,Low,2210,No,0,1,0-2 years,Yes,1,Travel_Rarely,17,Very Far,1,0,Low,Good,1219,Life Sciences
33,26-35,Female,Married,Bachelor,Sales,Sales Executive,High,Medium,4539,No,0,10,5-10 years,No,0,Travel_Frequently,25,Very Far,1,0,Low,Good,1220,Medical
36,36-45,Male,Divorced,Master,Research & Development,Laboratory Technician,High,High,2741,No,0,7,5-10 years,No,0,Travel_Rarely,6,Far,0,0,Low,Good,1221,Life Sciences
30,26-35,Male,Divorced,Master,Research & Development,Laboratory Technician,High,Medium,3491,No,0,10,5-10 years,No,0,Travel_Rarely,7,Far,1,1,High,Good,1224,Life Sciences
44,36-45,Male,Single,Master,Research & Development,Research Scientist,Very High,High,4541,No,0,20,10-20 years,No,0,Travel_Rarely,29,Very Far,0,1,,Outstanding,1225,Other
20,18-25,Male,Single,Bachelor,Sales,Sales Representative,Very High,High,2678,No,0,2,0-2 years,No,0,Travel_Rarely,21,Very Far,0,0,,Good,1226,Marketing
46,46-55,Male,Divorced,Master,Research & Development,Manufacturing Director,Very High,Medium,7379,No,0,6,5-10 years,No,0,Travel_Rarely,2,Near,1,0,Low,Good,1228,Technical Degree
42,36-45,Male,Married,Doctor,Human Resources,Human Resources,Low,Very High,6272,No,0,4,2-5 years,No,0,Non-Travel,2,Near,1,0,Low,Good,1231,Medical
